product_id,product_name,product_category,price
PROD03216,Construction Tools Lights Product 03216,Construction Tools Lights,25.9
PROD03217,Home Construction Product 03217,Home Construction,124.8
PROD03218,Toys Product 03218,Toys,14.9
PROD03219,Health Beauty Product 03219,Health Beauty,25.0
PROD03220,Sports Leisure Product 03220,Sports Leisure,39.9
PROD03221,Sports Leisure Product 03221,Sports Leisure,115.0
PROD03222,Cool Stuff Product 03222,Cool Stuff,215.9
PROD03223,Bed Bath Table Product 03223,Bed Bath Table,28.99
PROD03224,Sports Leisure Product 03224,Sports Leisure,39.9
PROD03225,Consoles Games Product 03225,Consoles Games,239.99
PROD03226,Housewares Product 03226,Housewares,44.9
PROD03227,Office Furniture Product 03227,Office Furniture,25.0
PROD03228,Health Beauty Product 03228,Health Beauty,89.9
PROD03229,Garden Tools Product 03229,Garden Tools,19.9
PROD03230,Watches Gifts Product 03230,Watches Gifts,129.9
PROD03231,Costruction Tools Garden Product 03231,Costruction Tools Garden,49.9
PROD03232,Computers Accessories Product 03232,Computers Accessories,129.0
PROD03233,Housewares Product 03233,Housewares,145.0
PROD03234,Toys Product 03234,Toys,129.9
PROD03235,Health Beauty Product 03235,Health Beauty,72.38
PROD03236,Watches Gifts Product 03236,Watches Gifts,199.0
PROD03237,Small Appliances Product 03237,Small Appliances,188.4
PROD03238,Housewares Product 03238,Housewares,32.9
PROD03239,Baby Product 03239,Baby,109.9
PROD03240,Bed Bath Table Product 03240,Bed Bath Table,54.9
PROD03241,Computers Accessories Product 03241,Computers Accessories,184.79
PROD03242,Electronics Product 03242,Electronics,17.89
PROD03243,Stationery Product 03243,Stationery,285.0
PROD03244,Sports Leisure Product 03244,Sports Leisure,333.0
PROD03245,Health Beauty Product 03245,Health Beauty,38.0
PROD03246,Electronics Product 03246,Electronics,38.99
PROD03247,Perfumery Product 03247,Perfumery,29.9
PROD03248,Housewares Product 03248,Housewares,63.6
PROD03249,Bed Bath Table Product 03249,Bed Bath Table,89.0
PROD03250,Housewares Product 03250,Housewares,19.9
PROD03251,Furniture Decor Product 03251,Furniture Decor,99.9
PROD03252,Garden Tools Product 03252,Garden Tools,457.0
PROD03253,Bed Bath Table Product 03253,Bed Bath Table,89.9
PROD03254,Sports Leisure Product 03254,Sports Leisure,18.0
PROD03255,Furniture Decor Product 03255,Furniture Decor,128.8
PROD03256,Sports Leisure Product 03256,Sports Leisure,39.9
PROD03257,Bed Bath Table Product 03257,Bed Bath Table,109.0
PROD03258,Health Beauty Product 03258,Health Beauty,188.5
PROD03259,Computers Accessories Product 03259,Computers Accessories,15.9
PROD03260,Furniture Decor Product 03260,Furniture Decor,39.99
PROD03261,Computers Accessories Product 03261,Computers Accessories,750.5
PROD03262,Bed Bath Table Product 03262,Bed Bath Table,149.9
PROD03263,Home Construction Product 03263,Home Construction,424.2
PROD03264,Computers Accessories Product 03264,Computers Accessories,31.9
PROD03265,Bed Bath Table Product 03265,Bed Bath Table,35.15
PROD03266,Auto Product 03266,Auto,219.99
PROD03267,Fashion Underwear Beach Product 03267,Fashion Underwear Beach,49.9
PROD03268,Furniture Decor Product 03268,Furniture Decor,73.35
PROD03269,Health Beauty Product 03269,Health Beauty,159.9
PROD03270,Housewares Product 03270,Housewares,18.25
PROD03271,Health Beauty Product 03271,Health Beauty,17.0
PROD03272,Sports Leisure Product 03272,Sports Leisure,17.33
PROD03273,Auto Product 03273,Auto,118.8
PROD03274,Sports Leisure Product 03274,Sports Leisure,28.0
PROD03275,Home Appliances 2 Product 03275,Home Appliances 2,414.12
PROD03276,Perfumery Product 03276,Perfumery,129.9
PROD03277,Furniture Decor Product 03277,Furniture Decor,25.5
PROD03278,Musical Instruments Product 03278,Musical Instruments,2109.9
PROD03279,Toys Product 03279,Toys,79.9
PROD03280,Baby Product 03280,Baby,76.45
PROD03281,Housewares Product 03281,Housewares,24.0
PROD03282,Bed Bath Table Product 03282,Bed Bath Table,279.9
PROD03283,Cool Stuff Product 03283,Cool Stuff,299.0
PROD03284,Baby Product 03284,Baby,388.0
PROD03285,Telephony Product 03285,Telephony,169.99
PROD03286,Bed Bath Table Product 03286,Bed Bath Table,36.5
PROD03287,Sports Leisure Product 03287,Sports Leisure,22.0
PROD03288,Watches Gifts Product 03288,Watches Gifts,489.0
PROD03289,Sports Leisure Product 03289,Sports Leisure,115.0
PROD03290,Auto Product 03290,Auto,36.0
PROD03291,Home Appliances 2 Product 03291,Home Appliances 2,1699.0
PROD03292,Furniture Decor Product 03292,Furniture Decor,39.5
PROD03293,Computers Accessories Product 03293,Computers Accessories,61.4
PROD03294,Sports Leisure Product 03294,Sports Leisure,194.9
PROD03295,Housewares Product 03295,Housewares,55.0
PROD03296,Housewares Product 03296,Housewares,139.94
PROD03297,Telephony Product 03297,Telephony,58.94
PROD03298,Telephony Product 03298,Telephony,29.99
PROD03299,Auto Product 03299,Auto,49.49
PROD03300,Electronics Product 03300,Electronics,9.5
PROD03301,Furniture Decor Product 03301,Furniture Decor,99.9
PROD03302,Bed Bath Table Product 03302,Bed Bath Table,87.9
PROD03303,Bed Bath Table Product 03303,Bed Bath Table,49.9
PROD03304,Fashion Shoes Product 03304,Fashion Shoes,89.9
PROD03305,Office Furniture Product 03305,Office Furniture,139.99
PROD03306,Furniture Decor Product 03306,Furniture Decor,197.8
PROD03307,Books General Interest Product 03307,Books General Interest,29.99
PROD03308,Health Beauty Product 03308,Health Beauty,15.0
PROD03309,Health Beauty Product 03309,Health Beauty,123.88
PROD03310,Telephony Product 03310,Telephony,10.23
PROD03311,Perfumery Product 03311,Perfumery,314.99
PROD03312,Furniture Decor Product 03312,Furniture Decor,389.0
PROD03313,Electronics Product 03313,Electronics,27.9
PROD03314,Watches Gifts Product 03314,Watches Gifts,1199.0
PROD03315,Bed Bath Table Product 03315,Bed Bath Table,41.14
PROD03316,Fashion Bags Accessories Product 03316,Fashion Bags Accessories,24.9
PROD03317,Housewares Product 03317,Housewares,39.9
PROD03318,Stationery Product 03318,Stationery,120.0
PROD03319,Bed Bath Table Product 03319,Bed Bath Table,16.9
PROD03320,Arts And Craftmanship Product 03320,Arts And Craftmanship,19.0
PROD03321,Perfumery Product 03321,Perfumery,85.0
PROD03322,Health Beauty Product 03322,Health Beauty,75.9
PROD03323,Furniture Decor Product 03323,Furniture Decor,68.0
PROD03324,Perfumery Product 03324,Perfumery,44.9
PROD03325,Books General Interest Product 03325,Books General Interest,119.5
PROD03326,Baby Product 03326,Baby,145.9
PROD03327,Stationery Product 03327,Stationery,29.3
PROD03328,Furniture Decor Product 03328,Furniture Decor,35.4
PROD03329,Home Appliances Product 03329,Home Appliances,25.2
PROD03330,Housewares Product 03330,Housewares,69.99
PROD03331,Sports Leisure Product 03331,Sports Leisure,47.5
PROD03332,Auto Product 03332,Auto,49.99
PROD03333,Health Beauty Product 03333,Health Beauty,27.99
PROD03334,Bed Bath Table Product 03334,Bed Bath Table,59.99
PROD03335,Fashion Bags Accessories Product 03335,Fashion Bags Accessories,39.9
PROD03336,Bed Bath Table Product 03336,Bed Bath Table,250.0
PROD03337,Consoles Games Product 03337,Consoles Games,69.0
PROD03338,Housewares Product 03338,Housewares,169.9
PROD03339,Auto Product 03339,Auto,300.0
PROD03340,Garden Tools Product 03340,Garden Tools,269.0
PROD03341,Baby Product 03341,Baby,190.0
PROD03342,Fashion Underwear Beach Product 03342,Fashion Underwear Beach,59.9
PROD03343,Sports Leisure Product 03343,Sports Leisure,54.9
PROD03344,Housewares Product 03344,Housewares,259.0
PROD03345,Telephony Product 03345,Telephony,189.9
PROD03346,Sports Leisure Product 03346,Sports Leisure,67.9
PROD03347,Bed Bath Table Product 03347,Bed Bath Table,134.9
PROD03348,Cool Stuff Product 03348,Cool Stuff,119.99
PROD03349,Books General Interest Product 03349,Books General Interest,39.9
PROD03350,Computers Accessories Product 03350,Computers Accessories,200.4
PROD03351,Sports Leisure Product 03351,Sports Leisure,59.0
PROD03352,Computers Accessories Product 03352,Computers Accessories,28.99
PROD03353,Bed Bath Table Product 03353,Bed Bath Table,99.9
PROD03354,Bed Bath Table Product 03354,Bed Bath Table,49.95
PROD03355,Bed Bath Table Product 03355,Bed Bath Table,74.99
PROD03356,Toys Product 03356,Toys,114.9
PROD03357,Telephony Product 03357,Telephony,33.9
PROD03358,Health Beauty Product 03358,Health Beauty,89.9
PROD03359,Air Conditioning Product 03359,Air Conditioning,130.0
PROD03360,Furniture Decor Product 03360,Furniture Decor,64.9
PROD03361,Computers Accessories Product 03361,Computers Accessories,84.9
PROD03362,Consoles Games Product 03362,Consoles Games,84.99
PROD03363,Stationery Product 03363,Stationery,47.07
PROD03364,Computers Accessories Product 03364,Computers Accessories,31.0
PROD03365,Garden Tools Product 03365,Garden Tools,110.25
PROD03366,Construction Tools Construction Product 03366,Construction Tools Construction,34.0
PROD03367,Cool Stuff Product 03367,Cool Stuff,199.0
PROD03368,Housewares Product 03368,Housewares,44.0
PROD03369,Housewares Product 03369,Housewares,295.0
PROD03370,Auto Product 03370,Auto,184.0
PROD03371,Telephony Product 03371,Telephony,18.9
PROD03372,Toys Product 03372,Toys,44.9
PROD03373,Computers Accessories Product 03373,Computers Accessories,62.49
PROD03374,Bed Bath Table Product 03374,Bed Bath Table,19.9
PROD03375,Sports Leisure Product 03375,Sports Leisure,349.0
PROD03376,Housewares Product 03376,Housewares,379.9
PROD03377,Health Beauty Product 03377,Health Beauty,37.9
PROD03378,Housewares Product 03378,Housewares,84.99
PROD03379,Christmas Supplies Product 03379,Christmas Supplies,11.62
PROD03380,Housewares Product 03380,Housewares,99.9
PROD03381,Computers Accessories Product 03381,Computers Accessories,99.0
PROD03382,Food Product 03382,Food,32.49
PROD03383,Telephony Product 03383,Telephony,29.0
PROD03384,Telephony Product 03384,Telephony,15.99
PROD03385,Pet Shop Product 03385,Pet Shop,125.9
PROD03386,Fashion Bags Accessories Product 03386,Fashion Bags Accessories,49.9
PROD03387,Health Beauty Product 03387,Health Beauty,69.9
PROD03388,Housewares Product 03388,Housewares,52.75
PROD03389,Auto Product 03389,Auto,399.99
PROD03390,Health Beauty Product 03390,Health Beauty,163.0
PROD03391,Bed Bath Table Product 03391,Bed Bath Table,102.4
PROD03392,Luggage Accessories Product 03392,Luggage Accessories,76.89
PROD03393,Computers Accessories Product 03393,Computers Accessories,75.0
PROD03394,Construction Tools Construction Product 03394,Construction Tools Construction,0.85
PROD03395,Fashion Bags Accessories Product 03395,Fashion Bags Accessories,59.0
PROD03396,Cool Stuff Product 03396,Cool Stuff,379.9
PROD03397,Watches Gifts Product 03397,Watches Gifts,159.9
PROD03398,Fashion Bags Accessories Product 03398,Fashion Bags Accessories,49.9
PROD03399,Watches Gifts Product 03399,Watches Gifts,159.0
PROD03400,Health Beauty Product 03400,Health Beauty,139.21
PROD03401,Furniture Decor Product 03401,Furniture Decor,18.35
PROD03402,Bed Bath Table Product 03402,Bed Bath Table,119.9
PROD03403,Computers Accessories Product 03403,Computers Accessories,89.7
PROD03404,Health Beauty Product 03404,Health Beauty,109.9
PROD03405,Telephony Product 03405,Telephony,364.98
PROD03406,Home Confort Product 03406,Home Confort,76.9
PROD03407,Health Beauty Product 03407,Health Beauty,180.0
PROD03408,Housewares Product 03408,Housewares,119.9
PROD03409,Food Drink Product 03409,Food Drink,699.9
PROD03410,Health Beauty Product 03410,Health Beauty,52.9
PROD03411,Perfumery Product 03411,Perfumery,89.0
PROD03412,Auto Product 03412,Auto,14.99
PROD03413,Sports Leisure Product 03413,Sports Leisure,199.9
PROD03414,Bed Bath Table Product 03414,Bed Bath Table,75.0
PROD03415,Perfumery Product 03415,Perfumery,359.9
PROD03416,Market Place Product 03416,Market Place,69.9
PROD03417,Health Beauty Product 03417,Health Beauty,59.9
PROD03418,Luggage Accessories Product 03418,Luggage Accessories,45.9
PROD03419,Construction Tools Safety Product 03419,Construction Tools Safety,459.0
PROD03420,Auto Product 03420,Auto,179.49
PROD03421,Fashion Bags Accessories Product 03421,Fashion Bags Accessories,64.9
PROD03422,Electronics Product 03422,Electronics,18.0
PROD03423,Air Conditioning Product 03423,Air Conditioning,59.9
PROD03424,Auto Product 03424,Auto,37.9
PROD03425,Bed Bath Table Product 03425,Bed Bath Table,199.9
PROD03426,Furniture Decor Product 03426,Furniture Decor,59.9
PROD03427,Bed Bath Table Product 03427,Bed Bath Table,79.9
PROD03428,Perfumery Product 03428,Perfumery,319.0
PROD03429,Consoles Games Product 03429,Consoles Games,63.9
PROD03430,Sports Leisure Product 03430,Sports Leisure,100.0
PROD03431,Sports Leisure Product 03431,Sports Leisure,54.0
PROD03432,Housewares Product 03432,Housewares,37.0
PROD03433,Housewares Product 03433,Housewares,76.96
PROD03434,Furniture Decor Product 03434,Furniture Decor,52.11
PROD03435,Home Appliances Product 03435,Home Appliances,189.9
PROD03436,Health Beauty Product 03436,Health Beauty,131.0
PROD03437,Health Beauty Product 03437,Health Beauty,44.5
PROD03438,Housewares Product 03438,Housewares,36.9
PROD03439,Bed Bath Table Product 03439,Bed Bath Table,179.9
PROD03440,Bed Bath Table Product 03440,Bed Bath Table,159.0
PROD03441,Signaling And Security Product 03441,Signaling And Security,135.13
PROD03442,Pet Shop Product 03442,Pet Shop,388.0
PROD03443,Sports Leisure Product 03443,Sports Leisure,98.9
PROD03444,Bed Bath Table Product 03444,Bed Bath Table,85.0
PROD03445,Computers Accessories Product 03445,Computers Accessories,29.9
PROD03446,Housewares Product 03446,Housewares,79.9
PROD03447,Telephony Product 03447,Telephony,13.98
PROD03448,Sports Leisure Product 03448,Sports Leisure,55.0
PROD03449,Housewares Product 03449,Housewares,19.9
PROD03450,Watches Gifts Product 03450,Watches Gifts,95.0
PROD03451,Auto Product 03451,Auto,549.0
PROD03452,Computers Accessories Product 03452,Computers Accessories,14.99
PROD03453,Housewares Product 03453,Housewares,39.9
PROD03454,Watches Gifts Product 03454,Watches Gifts,198.0
PROD03455,Computers Accessories Product 03455,Computers Accessories,74.48
PROD03456,Garden Tools Product 03456,Garden Tools,26.9
PROD03457,Watches Gifts Product 03457,Watches Gifts,49.0
PROD03458,Cool Stuff Product 03458,Cool Stuff,44.9
PROD03459,Perfumery Product 03459,Perfumery,129.89
PROD03460,Sports Leisure Product 03460,Sports Leisure,98.48
PROD03461,Auto Product 03461,Auto,69.9
PROD03462,Perfumery Product 03462,Perfumery,13.99
PROD03463,Health Beauty Product 03463,Health Beauty,38.9
PROD03464,Garden Tools Product 03464,Garden Tools,204.9
PROD03465,Consoles Games Product 03465,Consoles Games,598.9
PROD03466,Bed Bath Table Product 03466,Bed Bath Table,28.99
PROD03467,Stationery Product 03467,Stationery,25.99
PROD03468,Office Furniture Product 03468,Office Furniture,139.94
PROD03469,Computers Accessories Product 03469,Computers Accessories,38.9
PROD03470,Computers Accessories Product 03470,Computers Accessories,19.99
PROD03471,Perfumery Product 03471,Perfumery,153.99
PROD03472,Sports Leisure Product 03472,Sports Leisure,99.9
PROD03473,Watches Gifts Product 03473,Watches Gifts,149.99
PROD03474,Perfumery Product 03474,Perfumery,99.9
PROD03475,Bed Bath Table Product 03475,Bed Bath Table,66.9
PROD03476,Auto Product 03476,Auto,59.45
PROD03477,Small Appliances Product 03477,Small Appliances,16.99
PROD03478,Computers Accessories Product 03478,Computers Accessories,383.9
PROD03479,Sports Leisure Product 03479,Sports Leisure,39.9
PROD03480,Sports Leisure Product 03480,Sports Leisure,97.0
PROD03481,Furniture Decor Product 03481,Furniture Decor,114.15
PROD03482,Cine Photo Product 03482,Cine Photo,128.0
PROD03483,Garden Tools Product 03483,Garden Tools,379.0
PROD03484,Industry Commerce And Business Product 03484,Industry Commerce And Business,110.0
PROD03485,Garden Tools Product 03485,Garden Tools,664.9
PROD03486,Watches Gifts Product 03486,Watches Gifts,120.0
PROD03487,Watches Gifts Product 03487,Watches Gifts,229.99
PROD03488,Fixed Telephony Product 03488,Fixed Telephony,175.0
PROD03489,Cool Stuff Product 03489,Cool Stuff,59.99
PROD03490,Furniture Decor Product 03490,Furniture Decor,1199.0
PROD03491,Construction Tools Construction Product 03491,Construction Tools Construction,18.5
PROD03492,Health Beauty Product 03492,Health Beauty,111.27
PROD03493,Sports Leisure Product 03493,Sports Leisure,25.0
PROD03494,Electronics Product 03494,Electronics,19.9
PROD03495,Sports Leisure Product 03495,Sports Leisure,39.9
PROD03496,Watches Gifts Product 03496,Watches Gifts,24.9
PROD03497,Food Drink Product 03497,Food Drink,36.65
PROD03498,Stationery Product 03498,Stationery,234.9
PROD03499,Home Appliances Product 03499,Home Appliances,19.9
PROD03500,Watches Gifts Product 03500,Watches Gifts,479.0
PROD03501,Watches Gifts Product 03501,Watches Gifts,190.83
PROD03502,Cool Stuff Product 03502,Cool Stuff,104.9
PROD03503,Fashion Bags Accessories Product 03503,Fashion Bags Accessories,20.3
PROD03504,Housewares Product 03504,Housewares,120.0
PROD03505,Bed Bath Table Product 03505,Bed Bath Table,92.8
PROD03506,Sports Leisure Product 03506,Sports Leisure,89.99
PROD03507,Bed Bath Table Product 03507,Bed Bath Table,149.9
PROD03508,Watches Gifts Product 03508,Watches Gifts,169.9
PROD03509,Bed Bath Table Product 03509,Bed Bath Table,95.0
PROD03510,Baby Product 03510,Baby,27.9
PROD03511,Baby Product 03511,Baby,364.9
PROD03512,Home Confort Product 03512,Home Confort,230.0
PROD03513,Baby Product 03513,Baby,104.9
PROD03514,Health Beauty Product 03514,Health Beauty,65.0
PROD03515,Housewares Product 03515,Housewares,89.9
PROD03516,Perfumery Product 03516,Perfumery,35.9
PROD03517,Furniture Decor Product 03517,Furniture Decor,149.9
PROD03518,Fashion Bags Accessories Product 03518,Fashion Bags Accessories,89.0
PROD03519,Musical Instruments Product 03519,Musical Instruments,799.9
PROD03520,Fashion Underwear Beach Product 03520,Fashion Underwear Beach,59.9
PROD03521,Bed Bath Table Product 03521,Bed Bath Table,53.99
PROD03522,Bed Bath Table Product 03522,Bed Bath Table,54.9
PROD03523,Health Beauty Product 03523,Health Beauty,49.0
PROD03524,Bed Bath Table Product 03524,Bed Bath Table,74.9
PROD03525,Toys Product 03525,Toys,69.0
PROD03526,Garden Tools Product 03526,Garden Tools,525.0
PROD03527,Health Beauty Product 03527,Health Beauty,62.99
PROD03528,Sports Leisure Product 03528,Sports Leisure,89.49
PROD03529,Books General Interest Product 03529,Books General Interest,108.9
PROD03530,Drinks Product 03530,Drinks,40.0
PROD03531,Toys Product 03531,Toys,110.27
PROD03532,Toys Product 03532,Toys,64.9
PROD03533,Fashion Bags Accessories Product 03533,Fashion Bags Accessories,24.9
PROD03534,Electronics Product 03534,Electronics,5.99
PROD03535,Bed Bath Table Product 03535,Bed Bath Table,119.9
PROD03536,Health Beauty Product 03536,Health Beauty,69.9
PROD03537,Baby Product 03537,Baby,109.99
PROD03538,Bed Bath Table Product 03538,Bed Bath Table,109.0
PROD03539,Computers Accessories Product 03539,Computers Accessories,59.0
PROD03540,Electronics Product 03540,Electronics,62.0
PROD03541,Computers Accessories Product 03541,Computers Accessories,199.0
PROD03542,Furniture Decor Product 03542,Furniture Decor,153.75
PROD03543,Cool Stuff Product 03543,Cool Stuff,146.39
PROD03544,Construction Tools Construction Product 03544,Construction Tools Construction,285.9
PROD03545,Computers Accessories Product 03545,Computers Accessories,51.9
PROD03546,Health Beauty Product 03546,Health Beauty,29.9
PROD03547,Construction Tools Construction Product 03547,Construction Tools Construction,74.69
PROD03548,Bed Bath Table Product 03548,Bed Bath Table,109.9
PROD03549,Housewares Product 03549,Housewares,34.9
PROD03550,Housewares Product 03550,Housewares,18.5
PROD03551,Housewares Product 03551,Housewares,179.0
PROD03552,Telephony Product 03552,Telephony,130.0
PROD03553,Computers Accessories Product 03553,Computers Accessories,217.01
PROD03554,Auto Product 03554,Auto,199.0
PROD03555,Market Place Product 03555,Market Place,59.99
PROD03556,Baby Product 03556,Baby,44.99
PROD03557,Health Beauty Product 03557,Health Beauty,49.9
PROD03558,Baby Product 03558,Baby,136.9
PROD03559,Health Beauty Product 03559,Health Beauty,59.9
PROD03560,Home Construction Product 03560,Home Construction,129.95
PROD03561,Computers Accessories Product 03561,Computers Accessories,31.5
PROD03562,Telephony Product 03562,Telephony,29.99
PROD03563,Baby Product 03563,Baby,109.9
PROD03564,Housewares Product 03564,Housewares,129.9
PROD03565,Christmas Supplies Product 03565,Christmas Supplies,37.9
PROD03566,Fashion Bags Accessories Product 03566,Fashion Bags Accessories,189.0
PROD03567,Bed Bath Table Product 03567,Bed Bath Table,89.9
PROD03568,Watches Gifts Product 03568,Watches Gifts,89.0
PROD03569,Toys Product 03569,Toys,12.0
PROD03570,Costruction Tools Garden Product 03570,Costruction Tools Garden,28.45
PROD03571,Health Beauty Product 03571,Health Beauty,79.9
PROD03572,Sports Leisure Product 03572,Sports Leisure,41.8
PROD03573,Housewares Product 03573,Housewares,9.89
PROD03574,Books General Interest Product 03574,Books General Interest,34.0
PROD03575,Toys Product 03575,Toys,41.8
PROD03576,Pet Shop Product 03576,Pet Shop,67.5
PROD03577,Bed Bath Table Product 03577,Bed Bath Table,56.0
PROD03578,Housewares Product 03578,Housewares,14.63
PROD03579,Fashion Bags Accessories Product 03579,Fashion Bags Accessories,84.0
PROD03580,Auto Product 03580,Auto,139.9
PROD03581,Sports Leisure Product 03581,Sports Leisure,34.0
PROD03582,Consoles Games Product 03582,Consoles Games,65.44
PROD03583,Cool Stuff Product 03583,Cool Stuff,65.99
PROD03584,Toys Product 03584,Toys,217.9
PROD03585,Perfumery Product 03585,Perfumery,178.5
PROD03586,Toys Product 03586,Toys,79.9
PROD03587,Garden Tools Product 03587,Garden Tools,1186.0
PROD03588,Christmas Supplies Product 03588,Christmas Supplies,7.68
PROD03589,Garden Tools Product 03589,Garden Tools,129.9
PROD03590,Garden Tools Product 03590,Garden Tools,89.54
PROD03591,Audio Product 03591,Audio,139.99
PROD03592,Books General Interest Product 03592,Books General Interest,29.9
PROD03593,Construction Tools Construction Product 03593,Construction Tools Construction,158.2
PROD03594,Cool Stuff Product 03594,Cool Stuff,99.9
PROD03595,Baby Product 03595,Baby,139.99
PROD03596,Telephony Product 03596,Telephony,29.99
PROD03597,Bed Bath Table Product 03597,Bed Bath Table,157.0
PROD03598,Bed Bath Table Product 03598,Bed Bath Table,79.9
PROD03599,Fashion Bags Accessories Product 03599,Fashion Bags Accessories,229.9
PROD03600,Watches Gifts Product 03600,Watches Gifts,762.0
PROD03601,Furniture Decor Product 03601,Furniture Decor,99.0
PROD03602,Fashion Shoes Product 03602,Fashion Shoes,199.7
PROD03603,Health Beauty Product 03603,Health Beauty,29.9
PROD03604,Air Conditioning Product 03604,Air Conditioning,109.0
PROD03605,Books General Interest Product 03605,Books General Interest,34.0
PROD03606,Christmas Supplies Product 03606,Christmas Supplies,12.7
PROD03607,Food Product 03607,Food,33.89
PROD03608,Pet Shop Product 03608,Pet Shop,309.99
PROD03609,Home Appliances Product 03609,Home Appliances,27.0
PROD03610,Garden Tools Product 03610,Garden Tools,179.9
PROD03611,Electronics Product 03611,Electronics,19.9
PROD03612,Bed Bath Table Product 03612,Bed Bath Table,35.99
PROD03613,Bed Bath Table Product 03613,Bed Bath Table,199.9
PROD03614,Cool Stuff Product 03614,Cool Stuff,70.0
PROD03615,Furniture Living Room Product 03615,Furniture Living Room,272.9
PROD03616,Furniture Decor Product 03616,Furniture Decor,73.35
PROD03617,Electronics Product 03617,Electronics,199.9
PROD03618,Computers Accessories Product 03618,Computers Accessories,69.0
PROD03619,Computers Accessories Product 03619,Computers Accessories,360.0
PROD03620,Furniture Decor Product 03620,Furniture Decor,31.0
PROD03621,Furniture Decor Product 03621,Furniture Decor,24.9
PROD03622,Sports Leisure Product 03622,Sports Leisure,81.0
PROD03623,Cool Stuff Product 03623,Cool Stuff,299.0
PROD03624,Furniture Decor Product 03624,Furniture Decor,16.75
PROD03625,Stationery Product 03625,Stationery,120.0
PROD03626,Health Beauty Product 03626,Health Beauty,57.99
PROD03627,Furniture Decor Product 03627,Furniture Decor,166.94
PROD03628,Computers Accessories Product 03628,Computers Accessories,38.9
PROD03629,Furniture Decor Product 03629,Furniture Decor,51.9
PROD03630,Home Construction Product 03630,Home Construction,41.95
PROD03631,Toys Product 03631,Toys,94.9
PROD03632,Baby Product 03632,Baby,59.9
PROD03633,Stationery Product 03633,Stationery,64.5
PROD03634,Costruction Tools Tools Product 03634,Costruction Tools Tools,729.0
PROD03635,Watches Gifts Product 03635,Watches Gifts,319.9
PROD03636,Sports Leisure Product 03636,Sports Leisure,23.8
PROD03637,Auto Product 03637,Auto,119.99
PROD03638,Bed Bath Table Product 03638,Bed Bath Table,16.8
PROD03639,Health Beauty Product 03639,Health Beauty,99.99
PROD03640,Toys Product 03640,Toys,63.9
PROD03641,Bed Bath Table Product 03641,Bed Bath Table,56.0
PROD03642,Auto Product 03642,Auto,40.0
PROD03643,Sports Leisure Product 03643,Sports Leisure,113.0
PROD03644,Perfumery Product 03644,Perfumery,37.9
PROD03645,Housewares Product 03645,Housewares,149.0
PROD03646,Industry Commerce And Business Product 03646,Industry Commerce And Business,748.0
PROD03647,Telephony Product 03647,Telephony,250.0
PROD03648,Fashion Bags Accessories Product 03648,Fashion Bags Accessories,43.8
PROD03649,Health Beauty Product 03649,Health Beauty,139.9
PROD03650,Cool Stuff Product 03650,Cool Stuff,89.9
PROD03651,Furniture Decor Product 03651,Furniture Decor,59.9
PROD03652,Auto Product 03652,Auto,8.0
PROD03653,Baby Product 03653,Baby,209.0
PROD03654,Sports Leisure Product 03654,Sports Leisure,95.0
PROD03655,Bed Bath Table Product 03655,Bed Bath Table,144.0
PROD03656,Health Beauty Product 03656,Health Beauty,129.9
PROD03657,Health Beauty Product 03657,Health Beauty,59.99
PROD03658,Computers Accessories Product 03658,Computers Accessories,90.0
PROD03659,Bed Bath Table Product 03659,Bed Bath Table,220.0
PROD03660,Stationery Product 03660,Stationery,29.0
PROD03661,Health Beauty Product 03661,Health Beauty,48.99
PROD03662,Baby Product 03662,Baby,47.9
PROD03663,Watches Gifts Product 03663,Watches Gifts,49.0
PROD03664,Bed Bath Table Product 03664,Bed Bath Table,129.9
PROD03665,Health Beauty Product 03665,Health Beauty,57.5
PROD03666,Sports Leisure Product 03666,Sports Leisure,1599.0
PROD03667,Watches Gifts Product 03667,Watches Gifts,154.9
PROD03668,Bed Bath Table Product 03668,Bed Bath Table,60.0
PROD03669,Fashion Bags Accessories Product 03669,Fashion Bags Accessories,60.0
PROD03670,Agro Industry And Commerce Product 03670,Agro Industry And Commerce,56.81
PROD03671,Housewares Product 03671,Housewares,42.9
PROD03672,Sports Leisure Product 03672,Sports Leisure,139.9
PROD03673,Furniture Decor Product 03673,Furniture Decor,12.99
PROD03674,Sports Leisure Product 03674,Sports Leisure,83.99
PROD03675,Sports Leisure Product 03675,Sports Leisure,115.0
PROD03676,Sports Leisure Product 03676,Sports Leisure,41.99
PROD03677,Health Beauty Product 03677,Health Beauty,44.49
PROD03678,Drinks Product 03678,Drinks,15.49
PROD03679,Office Furniture Product 03679,Office Furniture,139.94
PROD03680,Auto Product 03680,Auto,100.59
PROD03681,Housewares Product 03681,Housewares,23.4
PROD03682,Sports Leisure Product 03682,Sports Leisure,49.9
PROD03683,Health Beauty Product 03683,Health Beauty,11.9
PROD03684,Musical Instruments Product 03684,Musical Instruments,290.0
PROD03685,Toys Product 03685,Toys,11.9
PROD03686,Fashion Shoes Product 03686,Fashion Shoes,29.9
PROD03687,Computers Accessories Product 03687,Computers Accessories,74.9
PROD03688,Toys Product 03688,Toys,599.9
PROD03689,Watches Gifts Product 03689,Watches Gifts,669.99
PROD03690,Housewares Product 03690,Housewares,89.9
PROD03691,Stationery Product 03691,Stationery,79.99
PROD03692,Furniture Decor Product 03692,Furniture Decor,125.0
