order_id,product_id,quantity,unit_price,shipping_cost
ORD004681,PROD07356,1,39.99,11.62
ORD016088,PROD04628,1,109.9,21.57
ORD015185,PROD12338,1,89.99,44.43
ORD015137,PROD00662,1,56.89,16.37
ORD023438,PROD09181,1,169.97,17.63
ORD001672,PROD07216,1,29.0,18.23
ORD023417,PROD09136,2,89.9,22.48
ORD000640,PROD03311,1,314.99,12.81
ORD011052,PROD11242,1,320.0,9.83
ORD012147,PROD07819,1,19.9,17.63
ORD020963,PROD01059,1,25.0,19.32
ORD009336,PROD12212,1,204.9,18.68
ORD013133,PROD08032,1,189.0,15.49
ORD017304,PROD07558,1,24.99,14.1
ORD019561,PROD08008,1,78.0,7.41
ORD005738,PROD12376,1,85.9,14.33
ORD014658,PROD06292,1,193.0,15.08
ORD023132,PROD07584,1,99.9,8.16
ORD023680,PROD03574,1,34.0,8.27
ORD023680,PROD08358,1,34.0,8.27
ORD014165,PROD10682,1,49.99,18.23
ORD016766,PROD09469,1,205.0,22.27
ORD008860,PROD08547,1,87.0,19.3
ORD022501,PROD00113,1,126.99,38.03
ORD021052,PROD02621,1,169.9,30.31
ORD015526,PROD12287,1,199.99,27.94
ORD004117,PROD01350,1,101.34,17.96
ORD024067,PROD03866,1,98.0,19.88
ORD002172,PROD09205,1,24.99,17.63
ORD002172,PROD01690,1,24.99,17.63
ORD011640,PROD04730,1,89.5,15.7
ORD020318,PROD06839,2,30.0,17.64
ORD015030,PROD02678,1,159.99,27.85
ORD013904,PROD07155,1,59.99,7.68
ORD014317,PROD04740,1,39.99,18.38
ORD020530,PROD02979,1,19.9,15.1
ORD016321,PROD02690,1,62.9,11.94
ORD017095,PROD07574,1,41.29,9.34
ORD005199,PROD07833,1,158.4,26.39
ORD002279,PROD09245,1,39.9,13.71
ORD022354,PROD00202,1,113.57,14.88
ORD009079,PROD06095,1,59.9,14.59
ORD004638,PROD00883,1,99.9,21.78
ORD004942,PROD12112,1,149.0,34.8
ORD018104,PROD09643,1,199.9,21.89
ORD019195,PROD04457,1,170.0,16.82
ORD006104,PROD11149,1,13.9,11.85
ORD001988,PROD08799,1,599.9,31.05
ORD013839,PROD11468,1,49.9,11.85
ORD012778,PROD09363,1,89.99,17.07
ORD016548,PROD09060,1,74.0,15.62
ORD006968,PROD05718,1,148.0,27.34
ORD021480,PROD11236,1,39.0,7.39
ORD008684,PROD07251,1,179.9,14.28
ORD023604,PROD02025,1,220.0,13.04
ORD023495,PROD07721,1,24.5,15.1
ORD011307,PROD04562,1,599.99,23.11
ORD014973,PROD10424,1,219.99,19.82
ORD016710,PROD05638,1,419.0,22.84
ORD015290,PROD02770,1,179.0,9.45
ORD014716,PROD12894,1,129.9,9.72
ORD006127,PROD01764,1,143.8,18.3
ORD016010,PROD06783,1,79.69,18.66
ORD009298,PROD08693,1,127.27,18.77
ORD003496,PROD05391,1,166.99,27.49
ORD004088,PROD00342,1,89.9,59.86
ORD002955,PROD09764,1,69.8,15.24
ORD001660,PROD05990,1,59.9,27.8
ORD022844,PROD08864,1,95.0,7.93
ORD022093,PROD02902,1,19.9,7.78
ORD005443,PROD02719,1,45.0,16.79
ORD011769,PROD12746,1,135.0,12.68
ORD015509,PROD10345,1,105.9,17.99
ORD023708,PROD10134,1,144.8,8.89
ORD015123,PROD09786,1,89.7,18.51
ORD017482,PROD06505,1,189.99,9.09
ORD011846,PROD04681,1,28.8,16.39
ORD011477,PROD10801,1,97.47,17.93
ORD015763,PROD06773,1,129.9,14.66
ORD003893,PROD07775,4,340.0,21.88
ORD007535,PROD04884,1,18.9,17.31
ORD007535,PROD08319,1,45.49,8.65
ORD022818,PROD02633,1,79.0,14.3
ORD019910,PROD03573,1,9.89,15.1
ORD009395,PROD12817,1,49.9,14.52
ORD005158,PROD00412,1,49.9,16.11
ORD002559,PROD05607,1,56.0,26.93
ORD021260,PROD08382,1,47.49,19.32
ORD023959,PROD08993,1,59.0,22.12
ORD011370,PROD03007,1,72.9,51.23
ORD004478,PROD03206,1,129.9,18.79
ORD009440,PROD02950,1,84.99,35.91
ORD014755,PROD04394,1,89.9,23.18
ORD000967,PROD09134,1,124.85,37.78
ORD021519,PROD05005,1,85.5,18.48
ORD008570,PROD10018,1,108.9,29.16
ORD011036,PROD01965,1,59.99,9.34
ORD013640,PROD04262,1,137.9,38.81
ORD021672,PROD06411,2,14.0,30.2
ORD015896,PROD04797,1,130.0,19.82
ORD005958,PROD09521,1,27.99,34.15
ORD005103,PROD09321,1,499.9,38.64
ORD000076,PROD00658,1,174.9,31.97
ORD011539,PROD00704,1,122.99,36.63
ORD008291,PROD05116,1,19.9,11.85
ORD005820,PROD11674,1,58.0,7.87
ORD001386,PROD07188,1,119.9,13.74
ORD007517,PROD03948,1,49.0,14.1
ORD017088,PROD08382,1,47.49,23.28
ORD010289,PROD08934,1,84.9,13.17
ORD005092,PROD03744,1,49.0,12.69
ORD022749,PROD10637,1,103.99,37.24
ORD015643,PROD06507,2,49.99,35.2
ORD000120,PROD02587,1,39.9,29.55
ORD010915,PROD03716,1,119.9,17.09
ORD018495,PROD01129,1,229.8,23.43
ORD003764,PROD04742,1,62.0,21.23
ORD013764,PROD01823,1,129.99,8.85
ORD020428,PROD03207,1,109.9,21.16
ORD020116,PROD00985,1,49.9,11.15
ORD002922,PROD10352,1,99.0,43.49
ORD016052,PROD08913,1,149.0,51.33
ORD013847,PROD05588,1,79.99,18.13
ORD011444,PROD01543,1,160.9,18.7
ORD013962,PROD07529,1,529.89,11.9
ORD008884,PROD00347,1,49.99,8.72
ORD003473,PROD04120,1,59.9,11.92
ORD010497,PROD09163,1,56.99,8.72
ORD011409,PROD01066,1,87.0,12.74
ORD009983,PROD07400,1,99.9,26.44
ORD008054,PROD09504,2,119.9,36.18
ORD017761,PROD12474,1,82.49,13.24
ORD006687,PROD00007,1,239.0,42.43
ORD017806,PROD03345,1,189.9,35.13
ORD020254,PROD00020,1,610.0,65.01
ORD006305,PROD09688,1,139.0,67.5
ORD018483,PROD09835,1,50.2,3.1
ORD018483,PROD00315,1,75.9,33.97
ORD022540,PROD02581,1,67.9,34.28
ORD017451,PROD00349,1,65.0,14.53
ORD011643,PROD06989,1,250.0,85.16
ORD006391,PROD12077,1,90.0,20.12
ORD017831,PROD01336,1,155.0,86.25
ORD017503,PROD06965,1,13.9,15.1
ORD000143,PROD10865,1,49.0,7.78
ORD017900,PROD11099,1,449.0,57.77
ORD010926,PROD08051,1,35.0,7.39
ORD004863,PROD00278,1,149.0,21.53
ORD010735,PROD07704,1,129.99,28.29
ORD021608,PROD08528,1,99.9,23.5
ORD009135,PROD05378,2,17.99,23.7
ORD007632,PROD10961,1,72.0,16.95
ORD007632,PROD03687,1,74.9,16.95
ORD024072,PROD07479,1,210.0,21.96
ORD006456,PROD01642,1,89.0,12.01
ORD007050,PROD02796,1,29.9,0.09
ORD007050,PROD06314,1,24.9,27.69
ORD007891,PROD11463,1,195.0,0.0
ORD016407,PROD10887,1,159.99,9.93
ORD010542,PROD10404,1,26.0,15.79
ORD012742,PROD11149,1,17.9,18.99
ORD011067,PROD11984,1,48.9,16.11
ORD010076,PROD11087,2,38.5,31.12
ORD012709,PROD12756,1,189.99,13.23
ORD006559,PROD10515,1,1437.0,52.47
ORD005533,PROD03569,1,12.0,18.23
ORD021951,PROD04660,1,119.9,17.97
ORD016216,PROD03321,2,85.0,31.4
ORD000300,PROD08318,1,39.9,20.43
ORD005180,PROD06994,1,79.9,18.44
ORD019386,PROD07952,1,80.75,9.38
ORD002495,PROD00278,1,99.9,0.0
ORD024230,PROD03253,1,99.9,17.95
ORD004756,PROD10956,2,109.9,29.06
ORD010368,PROD00084,1,96.99,14.77
ORD017111,PROD00393,1,119.9,10.05
ORD015033,PROD12037,1,849.0,23.52
ORD022344,PROD03790,1,89.9,12.13
ORD021922,PROD06044,1,59.0,7.39
ORD005489,PROD02458,1,28.0,8.88
ORD012850,PROD06262,1,149.9,13.71
ORD008226,PROD03180,1,94.9,13.68
ORD003721,PROD11095,1,36.9,16.79
ORD014531,PROD07765,1,850.0,58.31
ORD007595,PROD10285,1,12.9,10.96
ORD000572,PROD07721,1,19.9,11.85
ORD006926,PROD00393,1,119.9,19.38
ORD002962,PROD03293,1,61.9,13.55
ORD003358,PROD07442,1,364.0,31.58
ORD001161,PROD12217,1,41.99,15.98
ORD011325,PROD08342,1,74.9,16.96
ORD024217,PROD00006,2,71.99,24.0
ORD004436,PROD08322,1,54.9,12.23
ORD009460,PROD08196,1,18.9,10.77
ORD009460,PROD05795,1,9.4,1.08
ORD020934,PROD05766,1,29.9,16.79
ORD015533,PROD09461,1,97.4,25.17
ORD009112,PROD10592,1,33.8,15.1
ORD015568,PROD03232,1,149.0,88.05
ORD003925,PROD03213,1,40.0,19.59
ORD006580,PROD00020,1,610.0,37.54
ORD022668,PROD07350,1,86.99,13.63
ORD018264,PROD12189,1,189.0,8.58
ORD016287,PROD04231,1,12.0,15.23
ORD012944,PROD01686,2,110.32,15.28
ORD008142,PROD01689,1,96.0,7.93
ORD005757,PROD08039,1,16.5,8.29
ORD014784,PROD09742,1,135.9,14.31
ORD020434,PROD02845,1,110.32,7.64
ORD015556,PROD05716,5,29.5,83.95
ORD022135,PROD07903,1,219.0,17.97
ORD003898,PROD08230,1,529.9,25.42
ORD006263,PROD07738,1,152.0,15.37
ORD011676,PROD06094,1,99.99,14.45
ORD015820,PROD02592,1,39.9,15.1
ORD019190,PROD06764,1,119.9,21.33
ORD015024,PROD08296,1,119.85,23.42
ORD015733,PROD04015,1,88.0,23.42
ORD009018,PROD02229,1,160.0,34.92
ORD015884,PROD02264,1,89.99,16.39
ORD023547,PROD11875,1,129.8,39.84
ORD005100,PROD04091,1,199.0,25.94
ORD003789,PROD09310,1,307.5,18.12
ORD016764,PROD11725,1,104.0,14.72
ORD005813,PROD12728,1,48.0,12.94
ORD018657,PROD12486,3,119.9,27.09
ORD007338,PROD01040,1,21.6,15.1
ORD015451,PROD05001,1,56.99,12.74
ORD010246,PROD04669,1,65.9,11.85
ORD018065,PROD10360,1,34.9,14.1
ORD000791,PROD09215,1,759.99,19.07
ORD020041,PROD02915,1,58.0,13.75
ORD019971,PROD03808,1,199.0,15.11
ORD012973,PROD11201,1,39.0,16.6
ORD019317,PROD08076,1,280.0,20.06
ORD011177,PROD07550,1,24.88,16.11
ORD012335,PROD07439,1,639.0,22.57
ORD013734,PROD01498,1,130.0,26.99
ORD001120,PROD08617,1,12.9,7.39
ORD005760,PROD08096,1,136.99,16.59
ORD012425,PROD11362,1,221.0,18.46
ORD016075,PROD03295,1,55.0,11.42
ORD014451,PROD10451,1,24.99,15.23
ORD015777,PROD08169,1,109.9,24.93
ORD010473,PROD02051,1,190.0,9.7
ORD016197,PROD07154,3,6.5,22.95
ORD016197,PROD05972,1,41.7,22.54
ORD016297,PROD05075,1,34.9,14.52
ORD014817,PROD09497,1,56.99,14.15
ORD009034,PROD03170,1,89.9,17.81
ORD001285,PROD03458,1,44.9,16.5
ORD007636,PROD08402,1,219.0,41.97
ORD014547,PROD12595,1,53.9,17.62
ORD014547,PROD08850,1,56.0,22.03
ORD014547,PROD00517,1,56.0,22.03
ORD004405,PROD09017,1,289.0,12.0
ORD018452,PROD10808,1,39.9,14.1
ORD003872,PROD04690,1,294.9,12.24
ORD001154,PROD01919,1,49.0,7.39
ORD022526,PROD07547,1,359.0,17.61
ORD020912,PROD04575,1,119.99,17.09
ORD016954,PROD10061,1,69.9,15.24
ORD009726,PROD02052,1,45.9,16.11
ORD013122,PROD06344,1,60.0,16.67
ORD008390,PROD04631,1,148.5,97.37
ORD009985,PROD11654,1,159.9,18.37
ORD021523,PROD05860,1,84.99,8.76
ORD017486,PROD12318,1,59.9,24.62
ORD021522,PROD12904,1,19.9,15.24
ORD011247,PROD10065,2,215.15,143.44
ORD010471,PROD00612,1,45.8,12.69
ORD000503,PROD05079,1,55.99,12.83
ORD015685,PROD07857,1,29.99,22.06
ORD009803,PROD06293,1,325.0,17.15
ORD001415,PROD05440,1,64.99,18.71
ORD005586,PROD09870,3,169.9,57.87
ORD012013,PROD02505,1,69.99,17.0
ORD012032,PROD06745,1,66.0,14.04
ORD014980,PROD05110,1,11.49,15.23
ORD018735,PROD05860,1,74.99,8.69
ORD001294,PROD12693,1,64.8,18.33
ORD003039,PROD01459,1,69.9,16.68
ORD013768,PROD02151,1,47.9,15.1
ORD013826,PROD00360,1,411.0,73.09
ORD020528,PROD03066,1,65.78,12.59
ORD022833,PROD02726,1,49.0,7.78
ORD015140,PROD05808,2,25.56,36.46
ORD021510,PROD08742,1,139.65,34.78
ORD013992,PROD09847,1,55.0,12.73
ORD011160,PROD07771,1,89.99,12.97
ORD013929,PROD12616,1,59.9,14.13
ORD000718,PROD09720,1,499.9,19.94
ORD004095,PROD05463,1,59.0,13.43
ORD005124,PROD12532,1,115.9,14.9
ORD015013,PROD11517,1,108.0,17.33
ORD015836,PROD08342,1,109.9,34.57
ORD022512,PROD10454,1,196.0,16.13
ORD011008,PROD05860,1,69.99,22.81
ORD015264,PROD11155,1,89.9,18.98
ORD015306,PROD03176,1,99.98,57.37
ORD008100,PROD10888,2,53.79,21.66
ORD002571,PROD00135,1,159.99,24.05
ORD000141,PROD01826,1,289.0,46.48
ORD017009,PROD00961,1,120.0,15.59
ORD021039,PROD04921,1,59.9,16.67
ORD019444,PROD00533,1,36.9,21.47
ORD019444,PROD07156,1,49.9,17.17
ORD018962,PROD05511,2,39.9,30.2
ORD000996,PROD06403,1,75.99,12.87
ORD017243,PROD06293,1,325.0,10.04
ORD009593,PROD00658,1,174.9,20.1
ORD015414,PROD02958,1,114.9,17.71
ORD008244,PROD06909,1,205.0,26.27
ORD010085,PROD05221,1,69.9,13.08
ORD000381,PROD00072,1,69.99,27.22
ORD002064,PROD09076,1,110.32,8.03
ORD014526,PROD04564,1,109.0,24.96
ORD013642,PROD10679,1,15.0,15.79
ORD002053,PROD08099,1,350.0,13.95
ORD003311,PROD02081,1,49.1,18.23
ORD008040,PROD05463,2,59.9,35.34
ORD010863,PROD11967,1,7.8,15.1
ORD008822,PROD00846,1,48.9,9.26
ORD021521,PROD07977,1,81.99,7.92
ORD018781,PROD04586,1,59.9,17.13
ORD006087,PROD05221,1,69.9,13.08
ORD012046,PROD00562,1,57.89,14.5
ORD009708,PROD00877,1,79.99,29.6
ORD016777,PROD06474,1,259.0,28.11
ORD017993,PROD00418,1,21.99,7.39
ORD019618,PROD05305,1,75.78,13.66
ORD019618,PROD01007,1,54.55,10.25
ORD012898,PROD04191,1,182.0,23.85
ORD009549,PROD00099,2,43.9,15.14
ORD003105,PROD06744,1,114.9,18.46
ORD003105,PROD09144,1,109.9,9.14
ORD008992,PROD10866,1,72.9,18.08
ORD002434,PROD00278,1,99.9,0.0
ORD002212,PROD03381,1,99.0,24.89
ORD007002,PROD01329,2,7.0,15.56
ORD001132,PROD05243,1,34.99,11.85
ORD009285,PROD12698,2,115.0,37.38
ORD010896,PROD03877,1,24.9,15.27
ORD014688,PROD12565,1,89.0,37.53
ORD010803,PROD03821,4,59.9,56.68
ORD006576,PROD02684,1,140.9,13.54
ORD019483,PROD02496,1,299.9,27.38
ORD001462,PROD00381,1,58.9,15.46
ORD017327,PROD05815,2,243.0,55.96
ORD004611,PROD06207,1,159.0,18.39
ORD014183,PROD03203,1,89.9,11.25
ORD019884,PROD06158,1,98.9,14.86
ORD005468,PROD02181,1,496.9,36.86
ORD001618,PROD02035,1,32.9,25.63
ORD005063,PROD00033,1,399.9,16.97
ORD001864,PROD11779,1,79.0,17.8
ORD015662,PROD01504,1,1200.0,50.81
ORD002051,PROD01847,1,465.0,24.09
ORD023101,PROD03662,1,47.9,18.49
ORD016348,PROD11372,1,69.9,23.29
ORD004292,PROD07538,1,44.0,12.97
ORD011125,PROD05463,1,49.9,13.43
ORD001719,PROD00444,1,43.9,15.79
ORD023745,PROD06735,1,59.9,12.76
ORD004892,PROD05943,2,42.9,27.2
ORD003124,PROD06346,1,179.97,23.84
ORD011053,PROD03857,1,775.0,54.17
ORD007411,PROD00648,1,23.99,7.78
ORD020196,PROD06975,1,649.49,23.74
ORD008080,PROD09758,1,144.9,8.27
ORD008575,PROD00139,1,115.0,15.66
ORD005529,PROD11015,1,7.9,11.85
ORD002045,PROD07631,1,9.9,11.85
ORD005658,PROD09644,1,67.99,19.67
ORD017707,PROD01999,1,115.99,110.32
ORD017274,PROD04893,1,16.99,16.79
ORD014085,PROD05844,2,24.98,25.2
ORD019085,PROD01725,1,124.9,9.03
ORD022632,PROD10438,1,110.0,13.07
ORD015457,PROD08242,1,79.9,17.81
ORD007193,PROD07253,1,150.0,17.32
ORD018523,PROD00846,1,48.9,16.11
ORD003812,PROD12896,1,99.99,15.59
ORD018973,PROD10257,1,84.89,7.94
ORD006541,PROD02615,1,195.9,15.27
ORD004428,PROD00704,1,122.99,30.11
ORD014924,PROD03613,1,199.9,14.51
ORD000782,PROD11654,1,149.9,14.64
ORD020553,PROD07419,1,49.9,27.3
ORD020928,PROD01504,1,1200.0,40.85
ORD003913,PROD12595,2,59.9,26.88
ORD007660,PROD00140,1,99.0,16.94
ORD017832,PROD02058,1,235.9,52.37
ORD008837,PROD06370,1,39.99,17.09
ORD001240,PROD07351,1,114.9,12.29
ORD023059,PROD10577,1,58.9,17.66
ORD010073,PROD09696,1,10.99,7.39
ORD020797,PROD08129,1,95.0,15.77
ORD006938,PROD09204,1,134.9,9.31
ORD022523,PROD12045,1,89.99,45.09
ORD022589,PROD09835,1,50.9,18.46
ORD001870,PROD10270,1,14.49,7.87
ORD004432,PROD04154,1,31.9,21.15
ORD023545,PROD03228,1,89.9,15.84
ORD023545,PROD02275,1,120.0,15.83
ORD008829,PROD09220,1,56.0,9.7
ORD018343,PROD11731,1,1549.99,53.26
ORD021921,PROD06715,1,115.0,16.44
ORD011136,PROD04740,1,39.99,8.95
ORD018953,PROD09975,1,165.0,19.03
ORD015416,PROD01180,1,40.0,16.47
ORD020975,PROD12460,1,45.9,15.1
ORD017647,PROD10745,1,89.9,36.08
ORD018392,PROD12616,1,58.9,14.13
ORD011872,PROD04919,1,29.0,7.39
ORD009404,PROD05221,1,69.9,16.12
ORD016143,PROD08879,1,339.9,18.14
ORD003203,PROD01119,1,49.99,19.26
ORD020552,PROD04581,1,169.9,20.1
ORD019360,PROD08382,1,43.0,18.23
ORD006984,PROD05634,1,199.0,0.0
ORD018912,PROD04901,3,74.99,54.99
ORD014102,PROD12180,1,29.0,14.1
ORD018691,PROD10153,1,27.9,12.94
ORD019213,PROD10480,1,99.9,16.46
ORD015102,PROD10254,1,22.0,18.25
ORD003997,PROD10364,1,159.9,13.02
ORD017080,PROD03745,1,250.0,62.49
ORD017716,PROD00704,1,122.99,25.21
ORD002360,PROD09132,1,71.9,12.0
ORD014492,PROD05722,1,50.0,19.54
ORD007274,PROD05705,1,92.5,17.9
ORD018407,PROD10545,1,19.9,42.38
ORD024007,PROD02432,1,79.0,27.1
ORD006141,PROD00361,2,20.9,15.1
ORD000562,PROD03765,1,89.9,21.12
ORD018007,PROD03128,1,360.0,56.96
ORD019247,PROD03232,1,149.99,40.38
ORD019478,PROD01117,1,159.0,22.41
ORD001255,PROD07364,2,150.49,33.36
ORD005373,PROD05634,1,219.0,24.11
ORD001495,PROD01826,1,289.99,28.35
ORD013728,PROD06740,1,99.9,27.0
ORD001236,PROD10587,1,130.0,21.31
ORD022922,PROD02442,1,57.5,11.9
ORD005934,PROD03516,1,35.9,11.85
ORD015431,PROD06650,1,44.9,18.23
ORD001799,PROD06326,1,44.9,11.85
ORD006008,PROD10365,1,226.95,17.46
ORD008058,PROD10523,1,104.9,17.21
ORD006161,PROD08008,1,78.0,37.46
ORD010449,PROD00945,1,129.9,8.09
ORD017044,PROD03429,1,63.9,13.47
ORD016354,PROD10448,1,299.0,44.12
ORD010034,PROD11126,1,228.0,8.86
ORD007987,PROD01770,5,59.0,88.3
ORD010537,PROD04799,1,110.32,7.96
ORD000499,PROD01236,1,234.0,14.66
ORD005870,PROD07256,1,129.0,18.78
ORD004553,PROD01127,1,124.0,18.97
ORD016765,PROD03201,1,21.99,18.23
ORD011046,PROD09781,1,110.0,58.94
ORD012566,PROD02704,1,159.9,48.56
ORD016534,PROD04983,1,79.0,14.71
ORD009060,PROD04206,1,130.2,18.48
ORD022660,PROD05221,1,69.9,19.98
ORD015338,PROD01186,1,370.0,45.0
ORD014878,PROD01244,1,55.0,7.65
ORD019022,PROD06928,1,129.0,26.98
ORD001383,PROD01006,1,348.0,17.74
ORD014219,PROD09291,1,149.99,14.8
ORD002318,PROD11983,3,20.9,45.3
ORD014109,PROD04801,1,19.95,8.29
ORD006272,PROD03447,1,13.98,11.85
ORD018457,PROD01348,1,178.44,22.33
ORD012381,PROD07638,1,95.0,9.48
ORD022991,PROD07199,1,14.99,7.71
ORD023182,PROD07207,1,59.9,9.55
ORD010037,PROD05463,1,49.9,17.6
ORD010037,PROD11891,1,49.9,17.6
ORD010685,PROD10280,1,95.4,18.75
ORD003231,PROD00064,1,99.8,14.45
ORD020419,PROD10861,1,89.9,17.37
ORD004481,PROD00525,1,49.99,18.45
ORD000056,PROD09981,1,25.9,9.34
ORD014441,PROD12700,3,114.97,75.33
ORD019670,PROD12376,1,81.5,15.42
ORD019606,PROD12199,1,44.9,19.5
ORD019445,PROD03608,1,309.99,22.49
ORD004587,PROD02717,2,81.0,20.26
ORD023572,PROD12596,1,20.3,7.71
ORD011684,PROD01760,13,29.99,96.07
ORD004911,PROD04740,1,45.95,11.85
ORD015285,PROD06155,1,74.9,17.77
ORD016607,PROD02154,1,359.99,14.02
ORD002615,PROD07260,1,55.5,18.27
ORD021715,PROD01770,1,59.9,13.44
ORD012749,PROD07962,1,129.0,22.61
ORD012585,PROD03220,2,39.9,32.22
ORD005560,PROD01455,1,27.9,8.27
ORD000260,PROD09118,3,39.9,53.79
ORD007930,PROD07568,1,139.9,21.47
ORD002560,PROD09402,1,220.0,16.46
ORD021418,PROD00695,1,25.77,7.39
ORD023279,PROD05440,1,66.99,27.75
ORD003086,PROD12266,2,17.99,21.92
ORD024119,PROD06414,1,12.5,16.79
ORD003433,PROD09480,1,239.9,22.17
ORD007472,PROD02026,1,14.9,8.29
ORD002056,PROD10673,1,13.5,7.39
ORD007070,PROD10119,1,388.0,25.59
ORD005207,PROD06676,1,31.9,16.05
ORD018133,PROD00809,1,34.9,11.85
ORD006011,PROD09935,1,139.9,18.03
ORD006011,PROD07522,1,299.9,40.06
ORD009979,PROD01378,1,99.9,17.95
ORD006120,PROD06182,1,59.0,13.99
ORD016007,PROD07461,1,289.0,18.73
ORD006000,PROD01399,1,269.9,24.43
ORD006894,PROD03520,1,59.9,11.92
ORD021505,PROD02764,1,109.9,18.87
ORD011109,PROD11979,1,29.4,19.32
ORD017172,PROD01111,1,24.9,12.79
ORD018072,PROD11753,1,256.0,24.72
ORD018917,PROD08580,1,27.0,8.72
ORD006717,PROD10888,2,53.88,25.92
ORD013774,PROD07336,1,40.5,26.79
ORD021456,PROD10162,1,13.99,7.78
ORD005390,PROD01773,1,69.9,26.81
ORD010734,PROD06928,1,83.3,33.03
ORD019387,PROD06735,1,59.9,18.0
ORD011504,PROD04457,1,158.0,16.74
ORD003885,PROD00278,1,117.9,0.0
ORD002236,PROD06159,1,29.49,13.42
ORD000312,PROD00122,1,48.99,19.53
ORD008095,PROD10179,1,149.9,23.92
ORD018362,PROD06840,2,149.9,34.92
ORD018362,PROD11004,1,114.9,7.23
ORD016871,PROD12843,1,57.9,15.16
ORD009022,PROD04373,1,72.0,12.0
ORD003912,PROD08243,1,49.99,12.48
ORD023378,PROD08752,1,69.9,33.9
ORD023378,PROD12503,1,68.9,33.91
ORD010453,PROD05711,1,159.9,16.33
ORD019555,PROD06056,1,179.9,8.12
ORD007994,PROD05391,1,169.99,34.93
ORD009877,PROD00195,1,94.9,18.76
ORD006574,PROD05386,1,54.99,9.09
ORD017735,PROD01764,1,143.8,17.64
ORD010025,PROD00116,1,51.99,16.33
ORD015757,PROD05832,1,20.0,15.1
ORD006061,PROD05314,1,21.9,19.04
ORD008583,PROD03236,1,199.0,20.3
ORD008637,PROD01055,1,103.9,12.82
ORD002307,PROD00549,1,167.99,16.94
ORD000181,PROD07395,1,149.65,3.14
ORD000181,PROD10955,1,67.9,39.29
ORD014016,PROD04128,1,32.0,16.11
ORD020901,PROD11960,1,799.9,28.75
ORD013346,PROD00310,1,28.99,18.3
ORD013237,PROD08168,1,59.9,15.63
ORD010032,PROD01168,2,169.9,54.54
ORD020588,PROD03629,1,51.9,12.7
ORD012813,PROD01399,1,269.9,37.37
ORD002219,PROD04471,1,169.9,27.62
ORD002394,PROD10117,1,54.9,1.55
ORD002394,PROD06217,1,29.9,15.45
ORD014049,PROD08947,1,69.9,16.25
ORD020696,PROD07265,1,299.9,19.35
ORD001593,PROD04345,1,35.2,27.33
ORD004459,PROD10153,1,27.9,22.06
ORD017846,PROD06931,1,49.9,34.15
ORD020540,PROD00278,2,110.0,0.0
ORD000119,PROD04680,1,29.99,14.1
ORD016854,PROD05126,1,24.9,10.96
ORD001976,PROD01770,1,49.0,19.63
ORD001976,PROD12595,1,49.0,19.63
ORD001976,PROD02863,1,49.0,19.64
ORD018229,PROD09187,1,2.9,8.72
ORD013821,PROD00234,1,106.9,8.91
ORD010464,PROD12848,1,38.0,11.85
ORD009136,PROD12660,1,104.0,15.48
ORD006438,PROD10298,1,39.0,33.8
ORD006438,PROD08483,1,38.9,8.45
ORD015286,PROD01547,1,279.0,34.4
ORD001453,PROD03847,1,54.99,9.49
ORD012357,PROD10892,1,82.9,14.31
ORD014035,PROD06454,1,21.9,11.85
ORD001888,PROD05609,1,59.99,8.88
ORD012514,PROD08308,1,150.0,21.36
ORD004840,PROD10925,1,189.0,23.25
ORD019788,PROD05687,1,195.5,19.47
ORD008871,PROD10502,1,163.0,27.22
ORD021584,PROD06680,1,8.9,7.39
ORD003833,PROD00704,1,119.99,18.82
ORD012123,PROD06548,1,43.0,18.4
ORD003437,PROD05703,1,223.9,15.74
ORD023268,PROD08830,2,119.9,76.78
ORD009288,PROD01533,1,549.0,21.94
ORD008663,PROD12878,2,18.9,34.38
ORD001297,PROD01891,1,309.0,16.92
ORD023829,PROD00668,1,114.9,57.35
ORD019546,PROD02729,1,12.88,18.23
ORD009335,PROD08567,1,13.99,7.39
ORD013065,PROD03712,1,148.99,14.79
ORD018285,PROD07996,1,39.9,8.27
ORD016690,PROD11654,1,209.9,24.05
ORD020702,PROD12044,1,8.7,12.79
ORD006820,PROD12844,1,34.99,7.39
ORD012560,PROD00704,1,122.99,30.11
ORD018935,PROD02773,1,181.01,16.02
ORD022308,PROD03662,1,47.9,35.9
ORD016847,PROD10153,1,27.9,7.94
ORD003173,PROD08730,1,210.0,5.34
ORD003173,PROD09133,1,99.9,21.35
ORD005051,PROD01978,1,19.87,15.1
ORD008044,PROD03705,1,345.62,17.17
ORD003056,PROD04417,1,219.99,16.29
ORD002457,PROD05542,1,199.0,42.15
ORD023148,PROD07070,1,169.83,16.07
ORD017127,PROD08548,1,69.45,19.46
ORD005456,PROD03110,1,29.99,19.4
ORD009634,PROD05793,1,39.9,13.37
ORD001022,PROD10162,1,13.99,15.23
ORD000446,PROD04792,1,137.9,23.77
ORD008626,PROD00108,1,39.9,17.63
ORD012738,PROD11957,1,37.5,17.6
ORD008970,PROD04198,1,540.0,103.89
ORD004262,PROD06596,1,21.9,25.63
ORD013432,PROD01957,3,13.99,66.18
ORD001957,PROD00380,1,189.0,20.81
ORD005795,PROD12306,1,99.9,13.72
ORD006115,PROD07782,1,27.99,14.1
ORD014393,PROD00704,1,122.99,25.21
ORD005966,PROD09168,1,36.9,7.84
